Position Strand Score
866010 - 5.5719
866896 + 6.5048
866922 - 5.5719
867267 - 5.5719
867393 - 5.3093
867403 + 8.4258
867513 + 5.3529
867730 + 8.7687
867948 - 5.5719
868082 - 5.1628
868154 + 5.5719
868218 + 6.1509
868914 + 5.5454
869112 - 7.0838
869417 - 5.7773
869444 - 5.5454
869516 - 7.0838
869523 - 11.6491
869708 + 5.8883
869767 + 6.5293
869853 + 8.0432
869893 + 9.5551
870098 + 5.2536
870262 - 6.4783
871386 - 9.9642
871402 - 5.3093
871560 - 6.5048
871570 + 5.5719
871765 + 9.0314
871791 - 5.3093
872237 - 11.6491
872270 - 6.6747
872461 - 5.7773
873067 - 5.5719
873567 - 5.3093
874105 - 7.7249
874404 + 5.3529
874437 + 5.3529
874460 + 5.3529
874477 + 5.3529
874600 + 5.3529
874617 + 5.3529
874641 + 5.3529
874665 + 5.3529
874682 + 5.3529
874699 + 5.3529
874714 + 5.3529
874731 + 5.3529
874746 + 5.3529
875187 - 5.5454
875447 + 5.5454
875983 - 6.5048
876062 + 6.1865
876421 - 5.2536
876461 - 5.1628
876744 - 9.0314
877005 - 7.0838
877198 - 7.4929
877249 + 9.0314
877339 + 9.5551
877710 - 6.1865
877899 + 8.0432
877904 + 5.3093
877924 - 8.0432
878030 - 5.1363
878268 + 6.2858
878325 - 8.0167
878467 - 8.0432
878867 + 6.1865
878880 - 5.5454
878971 + 7.4929
878994 - 5.5454
879023 + 6.8212
879187 - 5.5454
879202 + 6.4783
879913 - 5.5454
880362 - 6.1865
880428 + 8.0167
880512 + 9.5551
880551 + 6.6747
880809 - 5.7773
881141 + 7.0838
881789 + 7.2303
882127 + 9.7016
882241 - 7.7249
882893 + 7.7249
882968 + 6.5293
883040 - 5.3093
883172 - 5.1628
883610 + 5.7773
883613 - 6.8212
883978 + 6.5293
883985 - 5.2536
885027 - 12.4356
885397 + 5.5719
885424 + 5.2536
885934 + 7.7249
886089 - 5.5719
886219 + 5.3093
886239 - 5.5719
886311 - 7.4929
886690 - 5.5719
886792 - 7.7249
886859 + 6.9139
887306 - 11.5027
887640 + 6.1509
887930 + 6.6949
888268 - 5.2536
888599 + 7.7249
888773 - 5.1628
888806 - 5.7773
888821 - 5.7773
888897 - 9.7016
890092 + 6.2858
890966 + 9.7016
891003 - 6.1509
891082 + 6.2858
891822 + 6.2974
891900 + 10.3734
892181 - 5.8883
892412 - 6.4783
893016 + 5.1628
893221 - 5.7773
893231 + 5.2536
893660 + 5.8883
894149 - 6.5293
894475 - 7.7249
894622 + 9.9642
895114 + 6.8212
895343 + 5.5719
896261 - 5.5719
896435 - 5.2536
896586 + 9.5551
896713 - 5.3093
896753 + 9.5551
897116 - 5.5719
897721 + 5.1628
898199 - 6.5293
898514 - 8.4524
898906 + 7.2568
899055 - 7.7249
899068 - 5.2536
899465 + 6.2858
899514 + 7.7249
899630 + 5.8883
899980 - 8.0432
900417 + 5.5719
900819 + 8.0432
901225 - 11.9118
901584 - 7.0838
901695 - 9.9642
901849 - 5.8883
902182 - 11.6491
902322 + 5.5454
902361 - 11.6491
902640 + 9.5551
902685 - 7.7249
902757 + 8.0432
902762 + 8.2333
902847 + 5.2536
903242 - 5.9810
903359 + 7.7249
903768 - 5.2536
904031 + 5.1628
904109 + 6.8477
905081 - 8.7687
905369 + 6.8477
905403 + 6.6747
905435 + 6.6747
905467 + 6.6747
905711 - 8.0432
905788 + 6.6747
906113 + 8.7687
906139 - 5.5719
907171 + 5.8883
907283 + 5.7620
907444 + 5.5719
907467 - 5.3093
907860 - 7.2303
908253 + 9.9642
908341 - 6.8212
908350 - 6.5048
908655 - 5.3093
908766 + 5.5719
909871 - 5.5719
910443 + 5.5719
910469 - 6.5048
911017 + 5.3093
911043 - 5.5719
911059 - 5.5719
911306 + 6.4783
911537 - 5.5719
911831 - 6.1509
911924 - 6.1509
912393 + 8.0432
912407 - 9.5551
912652 + 5.5719
912805 + 5.5454
913066 + 5.3529
913872 + 7.7249
914113 - 5.5719
914185 + 6.0957
914318 + 10.7162
914343 + 6.1865
914661 + 8.4524
914903 + 6.5293
914973 + 6.4783
915307 - 6.2974
915647 + 5.1628
915741 - 7.0838
915890 + 8.0432
916077 + 5.3093
916343 - 7.4929
916456 - 5.3529
916618 + 5.7773
917439 + 5.1628
917472 - 5.7773
917539 + 5.5719
917697 + 5.5454
918001 + 14.3831
918062 + 5.8883
918477 + 7.2568
918501 - 5.5719
919214 + 7.2568
919256 + 7.4929
919347 - 5.2536
919399 - 7.0838
919918 + 5.5719
920176 + 12.8447
920418 + 8.7687
920747 - 5.5719
921024 + 6.0957
921064 - 9.1778
921124 - 7.4929
921461 + 5.3093
921931 + 7.7249
922437 + 6.8477
922477 + 6.5048
922491 + 7.7541
922722 - 6.2974
923036 + 9.9642
923242 + 6.5293
923352 - 5.4792
923370 - 8.3596
923456 + 5.5454
923799 - 7.0838
923928 + 5.3093
923954 - 5.5719
924111 - 5.1628
925247 + 5.5719
925454 + 5.1628
925464 - 7.0838
925475 + 8.0432
925543 - 5.9810
925851 + 5.3529
926093 + 6.5048
926137 + 5.3529
926217 + 11.5027
926322 - 6.6949
926556 - 5.3093
926842 + 5.5719
927096 + 5.5719
927122 - 5.3093
927576 - 5.3093
927626 + 5.3093
927724 + 9.5551
927915 + 5.5719
927941 - 6.5048
928303 - 5.5454
928568 + 10.7162
928582 + 5.2536
928871 + 5.5719
928902 - 6.5048
929230 - 5.7773
929408 - 5.2536
929924 + 9.5551
929978 + 9.5551
930172 + 5.7773
930179 - 5.7773
930332 - 5.1628
930640 - 7.7249
930647 + 5.3093
931613 - 5.3093
931894 + 6.2974
932349 - 5.1628
932812 + 8.0167
932853 + 5.3093
933363 + 9.5551
933976 + 7.0838
934070 - 6.1509
935103 + 7.4929
935565 + 5.3093
935591 - 5.5719
935896 - 5.5719
935972 - 5.5719
936555 - 6.5048
936932 + 6.5048
937363 + 6.5048
937406 + 5.2536
937426 - 6.1509
937494 - 7.4929
937616 - 8.2333
937879 - 5.1363
938351 - 8.0432
938636 - 12.4356
938706 + 10.3734
938748 + 9.5551
939024 - 6.2974
939276 - 5.5719
939547 + 5.3093
939556 + 8.7687
939750 + 5.3093
940746 + 8.7687
940763 - 5.5719
940946 - 9.0314
941395 - 5.2536
941528 + 8.3596
941647 + 8.4524
941652 + 5.2536
941711 + 6.6747
941754 - 7.0838
942189 + 6.6949
942931 + 5.1628
943139 + 10.7162
943164 + 6.1865
943475 + 9.1778
944333 - 6.5293
944651 - 7.7249
944656 - 7.7249
944842 + 8.4524
945083 + 6.5293
945153 + 6.4783
945443 + 6.2974
945909 + 6.2974
945975 - 8.7687
946097 + 9.0314
946123 - 5.3093
946183 + 5.3529
946205 - 8.0432
946439 - 8.0432
946949 - 5.5719
947068 + 8.7687
947093 - 6.2974
947142 - 5.3529
947174 + 7.0838
947289 + 5.7773
948087 + 5.1628
948320 + 14.3831
948381 + 5.8883
948796 + 7.2568
948820 - 5.5719
949533 + 7.2568
949575 + 7.4929
949666 - 5.2536
949718 - 7.0838
949838 - 9.9642
950219 + 5.5719
950242 - 5.7773
950706 + 5.8883
950741 - 7.2568
951034 - 5.5719
951084 + 5.5719
951503 + 5.3093
952150 - 6.0957
952268 + 6.8477
952308 + 6.5048
952544 + 5.5719
952859 - 6.6747
952877 - 8.3596
953019 + 6.1865
953158 - 8.0167
953210 + 5.5719
954119 + 5.3529
954191 - 5.3093
954368 + 6.5048
954412 + 5.3529
954492 + 8.6223
954496 + 5.1363
954812 + 5.5719
954838 - 5.3093
955120 + 5.5719
955134 + 5.2536
955502 - 8.0167
955747 - 5.5454
955919 - 5.2536
956057 + 5.3093
956093 - 8.0432
956586 - 7.0838
956853 - 5.1628
956980 + 9.5551
957034 + 5.1628
957088 + 8.3596
957738 - 7.7249
957745 + 6.5048
957917 - 5.7773
958318 + 8.7687
958606 + 8.3596
958718 + 5.7620
958879 + 5.5719
958902 - 5.3093
959212 - 7.2303
959636 + 9.9642
959707 + 5.5719
959733 - 9.9642
960034 - 5.3093
960145 + 5.5719
960209 + 7.4929
960888 - 5.5454
960997 + 5.3093
961256 - 5.5719
961365 - 5.5454
961494 + 6.5048
961520 - 5.5719
961851 + 8.7687
962102 + 5.3093
962287 + 5.5454
962419 + 6.4783
962435 + 8.1632
962559 - 7.6076
962643 - 8.3596
962662 + 5.3529
962673 + 13.1875
963609 + 5.3093
963705 - 5.7773
963975 - 6.8212
964038 - 8.0167
964208 - 5.5454
964224 - 5.8883
965866 - 5.5719
966379 + 6.8477
966744 + 6.1509
966866 + 6.1865
967346 + 6.5048
967431 + 7.7249
967776 + 5.3093
967802 - 5.5719
968356 + 5.3093
968566 - 5.2536
968611 - 7.7249
968729 - 8.4258
969038 + 5.3093
969064 - 5.5719
969072 + 5.5719
969240 - 7.0838
969254 - 5.5454
969541 - 5.1628
970103 + 6.5048
970129 - 5.5719
971403 + 5.1363
972229 + 7.4267
972313 - 5.1628
972434 + 8.7687
972516 + 9.0314
972614 + 6.6949
973182 + 5.3093
973639 + 6.8212
973927 + 8.6223
973995 - 6.5048
974539 + 6.4783
974634 + 5.2536
974648 + 8.0432
975242 + 6.8477
975535 + 9.0314
975848 - 8.7687
976095 + 5.3093
976243 + 5.5454
976380 + 5.1565
976488 + 5.2536
976780 - 8.7687
977311 - 5.5719
977366 - 7.0838
977573 + 8.2333
977597 + 6.1865
977620 + 8.2333
977974 + 5.5454
977993 - 9.9642
978133 + 6.1865
978212 + 5.5454
978275 + 8.0167
978310 - 5.7773
978585 + 5.1628
978841 + 5.3093
978859 - 5.5719
978986 + 9.3587
978989 - 5.5454
979248 + 8.7687
979275 - 5.5719
979656 - 11.9118
979882 + 6.5048
979942 - 9.5551
980001 - 7.0838
980078 + 5.5719
980148 - 7.7249
980638 - 5.5719
980747 + 5.3093
980882 - 6.1509
981162 + 5.2827
981165 - 6.0957
981488 - 7.7249
981644 - 9.9642
981649 - 5.5719
981665 - 9.0314
981677 - 8.6223
981817 + 7.7249
982439 + 5.5719
982860 - 7.0838
982966 + 7.7249
983283 - 5.5719
983299 - 5.2536
983358 - 5.7184
983400 + 6.5048
984036 - 5.5719
984068 - 5.8883
984209 - 8.0167
984448 - 5.5719
984455 - 7.0838
984790 + 8.0432
984901 - 9.0314
985069 + 6.2974
985329 + 5.8883
985333 + 5.2827
985775 - 7.7249
985829 + 5.7773
987058 + 6.5048
987084 - 5.5719
987218 - 5.5719
987226 + 6.1865
987714 - 5.1363
987992 - 5.7773
988500 - 5.5719
988596 - 5.5454
989557 - 5.2536
989778 + 5.5719
990157 - 7.4929
990220 - 5.5719
990473 + 5.1628
990631 + 6.0957
991092 - 6.0957
991249 - 5.5719
991369 - 6.1865
991507 + 5.2536
991819 - 6.1509
992102 - 8.2333
992413 + 5.3093
992831 - 6.1509
992921 + 5.7773
993240 + 5.7620
993876 + 9.5551
995329 - 5.1565
995497 - 5.7773
995648 - 12.8447
995708 - 14.3831
995872 - 7.7249
995885 - 6.5048
996371 - 8.0167
997468 + 9.7016
997471 - 9.9642
998185 + 5.5454
998820 - 8.0167
998922 - 8.0167
999730 - 12.8447
1001066 - 5.2827
1001982 - 6.0957
1002541 - 8.0167
1002865 - 9.9642
1002961 - 5.1363
1003228 - 9.0314
1004456 - 7.0838
1004604 - 6.4783
1008226 - 6.0692
1008729 - 5.2536
1011872 - 6.5048
1012508 - 7.2303
1012709 - 5.2536
1012722 - 6.6747
1013199 - 5.2536
1013250 - 6.8212
1013419 - 6.2974
1013799 - 7.0838
1013975 - 5.2536
1013992 - 5.5719
1013997 - 6.5048
1014735 - 7.4929
1014822 - 5.7773
1014838 - 5.5454
1016039 - 11.5027
1018209 - 10.3734
1018997 - 5.1628
1019666 - 6.6747
1020000 - 5.1363
1021160 - 6.6747
1022417 - 5.1628
1022459 - 5.1363
1022927 - 8.4258
1023163 - 9.1778
1024356 - 9.9642
1024508 - 5.8883
1024548 - 5.5454
1025017 - 7.0838
1025481 - 7.0838
1025524 - 6.6747
1025892 - 6.2974
1025932 - 8.0167
1026530 - 5.5454
1026551 - 7.2303
1026613 - 7.0838
1026634 - 8.7687
1027193 - 6.4783
1027645 - 8.4258
1028123 - 6.0957
1028168 - 5.2536
1029182 - 6.2974
1029504 - 7.4929
1032528 - 5.5719
1033091 - 5.1363
1033571 - 5.5719
1034920 - 6.2974
1035170 - 5.1628
1035338 - 5.2536
1038147 - 5.5719
1039321 - 8.0167
1039491 - 7.0838
1039658 - 5.8883
1039965 - 5.1363
1040367 - 5.5454
1041439 - 6.8212
1041463 - 7.2303
1042410 - 9.0314
1042812 - 6.1865
1042861 - 5.1363
1042865 - 6.4783
1046651 - 7.7249
1046948 - 5.2827
1049006 - 5.5454
1049162 - 7.4929
1050579 - 5.7773
1051217 - 6.0957
1051903 - 7.4929
1052644 - 9.9642
1052887 - 9.9642
1053332 - 5.2536
1053516 - 6.8212
1053596 - 5.5454
1054945 - 5.3093
1055822 - 5.3093
1056950 - 6.6747
1057058 - 5.5719
1057207 - 6.2974
1057543 - 8.0432
1057730 - 5.1363
1058304 - 8.7687
1058769 - 7.0838
1059298 - 5.5719
1059720 - 6.0957
1060728 - 6.2858
1060919 - 7.2568
1061220 - 5.3093
1061624 - 5.5719
1063762 - 5.7773
1064817 - 6.6747
1065064 - 12.4356
1065579 - 8.7687
1065812 - 6.2974
1066022 - 5.2536
1066302 - 5.2536
1066389 - 5.5719
1066436 - 5.2536
1066603 - 6.5048
1066807 - 7.4929
1067412 - 5.5719
1067527 - 9.0314
1068170 - 7.0838
1068253 - 9.9642
1068271 - 5.7620
1068503 - 5.5454
1068566 - 8.0167
1068593 - 6.5048
1069221 - 6.2974
1069431 - 5.2536
1069711 - 5.2536
1069798 - 5.5719
1069845 - 5.2536
1070011 - 6.5048
1070045 - 5.5454
1070215 - 7.4929
1070820 - 5.5719
1070935 - 9.0314
1071576 - 7.0838
1071659 - 9.9642
1071677 - 5.7620
1071909 - 5.5454
1071972 - 8.0167
1071999 - 6.5048
1072627 - 6.2974
1072837 - 5.2536
1073117 - 5.2536
1073204 - 5.5719
1073251 - 5.2536
1073418 - 6.5048
1073452 - 5.5454
1073622 - 7.4929
1074227 - 5.5719
1074344 - 9.0314
1074987 - 7.0838
1075075 - 9.9642
1075093 - 5.7620
1075325 - 5.5454
1075388 - 8.0167
1075415 - 6.5048
1076043 - 6.2974
1076253 - 5.2536
1076533 - 5.2536
1076620 - 5.5719
1076667 - 5.2536
1076811 - 5.2536
1078406 - 8.7687
1078703 - 6.1509
1078744 - 8.4524
1079055 - 5.3529
1079319 - 6.6747
1080444 - 5.2536
1080996 - 5.5719
1082631 - 11.9118
1083085 - 5.2827
1084489 - 7.0838
1084914 - 6.2974
1085188 - 5.5719
1085207 - 5.4792
1085450 - 5.8883
1085670 - 5.3529
1085788 - 5.5719
1088351 - 5.5454
1088677 - 5.2536
1090599 - 6.0957
1091511 - 6.1509
1091551 - 8.4524
1091848 - 5.3529
1092110 - 6.6747
1092312 - 5.5454
1092651 - 8.7687
1094653 - 6.1509
1094839 - 7.2303
1095177 - 8.0432
1095902 - 7.0838
1095916 - 6.1865
1097411 - 5.5454
1097427 - 6.8212
1097507 - 8.7687
1097904 - 6.6747
1097921 - 7.0838
1098483 - 6.6949
1099196 - 6.4783
1099516 - 5.1628
1099777 - 6.1865
1100095 - 5.1363
1100391 - 5.5719
1100414 - 6.0957
1101557 - 5.2536
1101687 - 5.9810
1103346 - 5.1363
1104024 - 11.9118
1104602 - 6.1865
1105020 - 5.7773
1105905 - 5.5719
1106860 - 11.6491
1106930 - 7.7249
1107068 - 8.4524
1107763 - 7.4929
1108098 - 8.0167
1108132 - 6.8212
1108427 - 6.5048
1108964 - 5.2536
1109369 - 7.7249
1109591 - 7.0838
1110783 - 5.3093
1110874 - 5.5719
1111010 - 5.5719
1111470 - 7.7249
1111643 - 5.5719
1112399 - 6.1509
1112982 - 7.7249
1113177 - 10.7162
1113529 - 5.3093
1114384 - 6.2974
1115347 - 5.8883
1116309 - 8.7687
1116377 - 9.5551
1118151 - 7.4929
1119022 - 8.0167
1119628 - 5.5454
1122224 - 8.4258
1122519 - 7.6076
1123788 - 7.4929
1124285 - 6.2974
1127761 - 5.1363
1128475 - 5.7184
1128904 - 5.1363
1129340 - 6.0692
1130311 - 5.2536
1131063 - 5.7773
1131073 - 5.5719
1131181 - 5.5454
1131849 - 5.3093
1132405 - 8.0167
1132811 - 5.8883
1133254 - 9.0314
1134395 - 7.0838
1134416 - 9.0314
1134817 - 5.5719
1135495 - 5.1628
1137041 - 7.7249
1137799 - 7.2568
1138695 - 11.6491
1139233 - 5.5719
1139354 - 6.2974
1139939 - 10.3734
1140058 - 6.1865
1140237 - 7.4929
1142816 - 9.5551
1142835 - 8.4258
1143188 - 5.5719
1143588 - 8.4258
1144029 - 6.5048
1144209 - 11.6491
1145127 - 7.0838
1145775 - 5.1628
1146051 - 5.1363
1147029 - 6.0957
1147512 - 6.1865
1147927 - 10.8971
1148261 - 6.4783
1148857 - 7.4929
1149438 - 5.5454
1149790 - 5.1363
1150327 - 6.5048
1150475 - 5.3093
1151384 - 5.9810
1152535 - 5.5454
1152622 - 5.1363
1152887 - 5.2536
1153089 - 6.2974
1153331 - 5.1628
1153382 - 5.1628
1154743 - 7.8358
1154834 - 6.6949
1155733 - 13.1875
1155788 - 5.1363
1156079 - 5.7773
1156456 - 5.1628
1156639 - 6.2858
1156884 - 6.2858
1156954 - 6.2858
1157129 - 6.2858
1157514 - 6.2858
1157654 - 6.2858
1157895 - 6.2858
1158070 - 6.2858
1158245 - 6.2858
1158839 - 6.2858
1159049 - 6.2858
1159189 - 6.2858
1159504 - 6.2858
1159889 - 5.7773
1160729 - 5.2827
1161567 - 5.5719
1162206 - 5.9810
1162288 - 8.0432
1162729 - 5.1628
1162938 - 7.2303
1163534 - 6.0957
1163790 - 8.4258
1166963 - 8.0167
1167033 - 5.5719
1167269 - 5.1628
1167692 - 5.5454
1167696 - 7.0838
1168417 - 5.5719
1168453 - 5.7773
1168971 - 5.3093
1172850 - 5.5719
1174234 - 6.2974
1175557 - 6.8212
1176596 - 5.3529
1176776 - 5.1363
1177450 - 7.0838
1177675 - 12.8447
1177876 - 5.8883
1179338 - 8.2333
1179427 - 5.1628
1180109 - 5.5719
1180117 - 7.2568
1180513 - 5.5454
1181265 - 5.5719
1181317 - 5.1363
1181418 - 5.3093
1181522 - 8.4258
1182704 - 8.0167
1183371 - 9.0314
1183476 - 6.2974
1183510 - 5.3529
1184110 - 5.1363
1184566 - 5.1363
1184765 - 9.0314
1185550 - 5.7620
1185859 - 5.7773
1186191 - 6.8212
1186406 - 9.5551
1186714 - 9.9642
1188021 - 6.1865
1188248 - 11.5027
1188363 - 6.8212
1188391 - 6.2858
1188729 - 5.5454
1190830 - 10.1107
1191151 - 7.4929
1191641 - 8.0432
1191706 - 8.0167
1191749 - 5.5454
1192807 - 8.0432
1192825 - 7.7249
1194034 - 8.7687
1194721 - 5.5719
1194728 - 5.2536
1194771 - 5.5719
1195088 - 7.8358
1195152 - 5.1363
1195656 - 7.0838
1196137 - 6.8212
1196608 - 6.6747
1196700 - 6.1509
1197743 - 5.2827
1197782 - 5.2827
1197837 - 5.2827
1197859 - 5.2827
1197915 - 5.2827
1197978 - 5.2827
1198244 - 9.0314
1198414 - 5.3093
1199117 - 7.8358
1199282 - 6.1865
1200033 - 7.4929
1200394 - 6.2974
1200808 - 5.1363
1203262 - 5.5719
1204320 - 5.2536
1204351 - 7.4929
1206834 - 7.0838
1207321 - 5.3093
1208442 - 6.0692
1208675 - 10.3734
1208885 - 10.3734
1209095 - 10.3734
1209306 - 11.5027
1209857 - 7.7249
1210928 - 5.8883
1210997 - 7.2568
1213488 - 7.0838
1213836 - 5.1363
1214942 - 7.0838
1215072 - 6.2974
1215317 - 7.7249
1215479 - 7.4929
1215668 - 5.4792
1215892 - 14.3831
1216251 - 5.1628
1216760 - 8.0167
1218550 - 13.1875
1218589 - 8.0432
1218598 - 8.7687
1219001 - 6.1865
1219423 - 9.5551
1219783 - 7.2568
1220252 - 5.2536
1220755 - 5.5454
1221093 - 6.2974
1221488 - 7.7249
1221527 - 5.2827
1221845 - 5.1628
1223300 - 9.0314
1223394 - 6.5293
1223487 - 5.7773
1223801 - 7.7249
1225391 - 11.9118
1225583 - 5.3529
1226221 - 6.1865
1226560 - 7.7249
1226836 - 7.7249
1227437 - 5.8883
1227709 - 7.7249
1228708 - 8.0167
1230115 - 6.6949
1230775 - 5.7773
1231085 - 6.4121
1231319 - 5.7773
1231915 - 5.2827
1232403 - 5.5454
1233127 - 5.2536
1233654 - 5.1628
1234407 - 6.1865
1234802 - 8.0432
1235189 - 8.7687
1235995 - 5.2536
1236108 - 5.8883
1236972 - 10.7162
1237131 - 9.0314
1237413 - 5.5719
1237704 - 7.7249
1237820 - 5.8883
1237843 - 5.2536
1239744 - 6.1865
1239769 - 5.1628
1239863 - 5.9810
1239966 - 7.2303
1240063 - 5.1363
1241301 - 5.5719
1242153 - 6.4783
1243024 - 7.0838
1243640 - 5.1363
1243755 - 7.0838
1244214 - 5.5454
1244450 - 5.5454
1244508 - 5.8883
1244910 - 5.1363
1245069 - 5.5454
1245226 - 9.0314
1248502 - 9.0314
1248745 - 6.1865
1249119 - 8.4258
1249462 - 8.7687
1249466 - 9.9642
1250170 - 5.5454
1251615 - 8.0167
1253023 - 9.5551
1253260 - 5.5719
1253324 - 7.4929
1255114 - 7.0838
1255352 - 6.4783
1255646 - 7.0838
1256629 - 5.3529
1257528 - 5.1628
1258106 - 8.1632
1258646 - 7.0838
1258702 - 11.6491
1258716 - 8.4258
1259262 - 8.0167
1259849 - 6.8212
1259982 - 8.4258
1260092 - 5.7620
1260886 - 9.3587
1261075 - 5.1363
1262038 - 5.1363
1262267 - 5.1363
1264566 - 5.1363
1264796 - 5.2827
1265954 - 5.5454
1265971 - 9.9642
1266525 - 8.0167
1266733 - 5.8883
1267182 - 6.2974
1267651 - 6.1865
1268427 - 6.1509
1268509 - 8.4258
1268604 - 6.0957
1269330 - 6.1509
1271154 - 6.8212
1271197 - 5.8883
1272274 - 8.7687
1273218 - 5.1363
1274177 - 5.1363
1275507 - 9.9642
1276838 - 5.2536
1277878 - 6.6747
1278498 - 6.2974
1279963 - 9.0314
1279986 - 6.0957
1280264 - 5.1363
1280419 - 7.2303
1282806 - 9.5551
1283185 - 7.4929
1284212 - 6.4783
1285799 - 6.4783
1286462 - 5.1363
1289266 - 5.1628
1289360 - 5.4792
1290001 - 5.2536
1290239 - 8.6223
1290789 - 6.8212
1291214 - 5.1363
1291771 - 6.0692
1291830 - 6.0692
1291889 - 6.0692
1291948 - 6.0692
1292007 - 6.0692
1292078 - 8.2333
1292088 - 9.9642
1292596 - 5.5719
1293050 - 11.9118
1293886 - 5.1628
1294175 - 6.5048
1296245 - 8.4258
1297093 - 5.5454
1297788 - 9.0314
1298026 - 6.2974
1298547 - 7.4267
1298551 - 6.2156
1298745 - 5.9810
1300154 - 5.1363
1300319 - 5.5454
1300955 - 8.7687
1301346 - 5.1363
1301695 - 6.5048
1302193 - 9.5551
1302459 - 5.5454
1302723 - 5.1628
1302733 - 11.9118
1303431 - 6.1865
1303499 - 5.5719
1304433 - 7.8358
1304674 - 10.4880
1305267 - 8.7687
1305425 - 5.3093
1306039 - 9.0314
1306339 - 6.0957
1307420 - 8.1632
1307726 - 7.7249
1307788 - 6.2974
1307802 - 6.4783
1307898 - 6.1865
1308675 - 6.1509
1310029 - 7.4929
1311096 - 5.5454
1311282 - 5.5454
1311664 - 5.7773
1311872 - 6.6747
1312758 - 5.5719
1313930 - 8.0167
1314100 - 7.0838
1314267 - 5.8883
1314574 - 5.1363
1314976 - 5.5454
1316048 - 6.8212
1316072 - 7.2303
1317021 - 9.0314
1317421 - 6.1865
1317470 - 5.1363
1317474 - 6.4783
1321256 - 5.7773
1321553 - 5.2827
1323641 - 5.5454
1323797 - 7.4929
1324469 - 5.1363
1325166 - 5.7773
1325825 - 6.0957
1327260 - 9.9642
1327503 - 9.9642
1327951 - 6.8212
1328131 - 6.8212
1328211 - 5.5454
1329562 - 5.3093
1330439 - 5.3093
1331566 - 6.6747
1331674 - 5.5719
1331823 - 6.2974
1332159 - 8.0432
1332346 - 5.1363
1332914 - 8.7687
1333379 - 7.0838
1333908 - 5.5719
1334330 - 6.0957
1335338 - 6.2858
1335529 - 7.2568
1335828 - 5.3093
1336232 - 5.5719
1339248 - 5.7773
1340303 - 6.6747
1340550 - 12.4356
1341065 - 9.9642
1341298 - 6.2974
1341508 - 5.2536
1341788 - 5.2536
1341875 - 5.5719
1341922 - 5.2536
1342066 - 5.2536
1343661 - 8.7687
1343958 - 6.1509
1343999 - 8.4524
1344310 - 5.3529
1344574 - 6.6747
1345699 - 5.2536
1346283 - 5.5719
1347916 - 11.9118
1348370 - 5.2827
1349774 - 7.0838
1350199 - 6.2974
1350473 - 5.5719
1350492 - 5.4792
1350735 - 5.8883
1350955 - 5.3529
1351073 - 5.5719
1353963 - 5.2536
1355564 - 7.2303
1355883 - 6.0957
1356795 - 6.1509
1356835 - 8.4524
1357132 - 5.3529
1357394 - 6.6747
1357598 - 5.5454
1357938 - 8.7687
1359798 - 6.1509
1359984 - 7.2303
1360322 - 8.0432
1361031 - 7.0838
1361045 - 6.1865
1362541 - 5.5454
1362557 - 6.8212
1362637 - 8.7687
1363051 - 7.0838
1363613 - 6.6949
1364330 - 6.4783
1364650 - 5.1628
1364911 - 6.1865
1365229 - 5.1363
1365525 - 5.5719
1365548 - 6.0957
1366695 - 5.2536
1366825 - 5.9810
1367731 - 5.5719
1368496 - 5.1363
1369170 - 11.9118
1369748 - 6.1865
1370166 - 5.7773
1371052 - 5.5719
1372034 - 11.6491
1372104 - 7.7249
1372194 - 6.5293
1372242 - 8.4524
1372937 - 7.4929
1373272 - 8.0167
1373306 - 6.8212
1373601 - 6.5048
1374138 - 5.2536
1374312 - 5.5719
1374543 - 7.7249
1374764 - 7.0838
1375965 - 5.3093
1376056 - 5.5719
1376192 - 5.5719
1376667 - 7.7249
1376840 - 5.5719
1377589 - 6.1509
1378132 - 7.4929
1378172 - 7.7249
1379001 - 7.4929
1381111 - 7.8358
1381331 - 5.5719
1381900 - 8.6223
1382154 - 5.2536
1382322 - 6.0957
1382503 - 5.2536
1383462 - 5.2536
1384109 - 11.9118
1384266 - 9.9642
1384702 - 10.1107
1384883 - 8.4524
1385569 - 7.0838
1385674 - 7.4929
1386204 - 6.1509
1386875 - 6.2974
1389411 - 9.0314
1389760 - 14.3831
1391532 - 7.0838
1392302 - 5.5719
1392322 - 5.5719
1392566 - 7.6076
1392846 - 5.7620
1393826 - 6.8212
1393883 - 9.1778
1394059 - 9.5551
1394101 - 6.0957
1394177 - 5.5719
1394318 - 7.0838
1394388 - 9.0314
1394534 - 5.4792
1394738 - 5.5719
1394762 - 8.0432
1395056 - 5.5719
1395340 - 5.5719
1395775 - 5.8883
1396354 - 5.2536
1396804 - 7.7249
1396998 - 9.7016
1397073 - 5.8883
1397431 - 7.7249
1398385 - 5.2536
1398605 - 6.8212
1398856 - 9.7016
1399303 - 7.7249
1400630 - 5.1628
1400645 - 11.5027
1400669 - 5.1628
1400968 - 5.3093
1401104 - 5.1628
1401537 - 8.2333
1401721 - 6.1865
1401784 - 9.0314
1401989 - 8.6223
1402299 - 5.5719
1402508 - 12.8447
1402634 - 5.3093
1405774 - 9.0314
1406972 - 6.5048
1407308 - 10.7162
1407349 - 11.9118
1407453 - 5.7773
1407550 - 7.0838
1407607 - 8.7687
1407958 - 5.3529
1408011 - 8.0432
1408249 - 6.5293
1408268 - 8.7687
1408278 - 5.5719
1408363 - 9.0314
1408547 - 5.7773
